diseaseUri	CIS	CISLabel
Q41861	CIS65449480	FUROSEMIDE ACCORD 20 mg/2 ml, solution injectable
Q41861	CIS67537203	LASILIX SPECIAL 250 mg/25 ml, solution injectable en ampoule
Q41861	CIS67131583	LASILIX RETARD 60 mg, gélule
Q41861	CIS69304938	LASILIX FAIBLE 20 mg, comprimé
Q41861	CIS66652793	FUROSEMIDE EVOLUGEN 40 mg, comprimé sécable
Q41861	CIS67240789	FUROSEMIDE RENAUDIN 20 mg/2 ml, solution injectable (IM-IV)
Q41861	CIS67528574	FUROSEMIDE SANDOZ 40 mg, comprimé sécable
Q41861	CIS68009803	FUROSEMIDE ARROW 20 mg, comprimé sécable
Q41861	CIS68888874	FUROSEMIDE RENAUDIN 250 mg/25 ml, solution injectable
Q41861	CIS69170784	FUROSEMIDE MYLAN 40 mg, comprimé sécable
Q41861	CIS69148236	FUROSEMIDE ZENTIVA 40 mg, comprimé sécable
Q41861	CIS69392443	FUROSEMIDE EG 20 mg, comprimé sécable
Q41861	CIS69940007	FUROSEMIDE SANDOZ 20 mg, comprimé sécable
Q41861	CIS66951557	FUROSEMIDE ZYDUS 40 mg, comprimé sécable
Q42844	CIS60486279	AGOMÉLATINE HCS 25 mg, comprimé pelliculé
Q42844	CIS64798333	AGOMELATINE BIOGARAN 25 mg, comprimé pelliculé
Q42844	CIS66452892	AGOMELATINE CRISTERS 25 mg, comprimé pelliculé
Q42844	CIS67218369	VALDOXAN 25 mg, comprimé pelliculé
Q42844	CIS69718024	AGOMELATINE EG 25 mg, comprimé pelliculé
Q12152	CIS61969626	SECTRAL 40 mg/ml, solution buvable en flacon
Q12152	CIS64000931	SECTRAL 400 mg, comprimé pelliculé
Q12152	CIS63874155	ACEBUTOLOL EG 400 mg, comprimé pelliculé
Q12152	CIS65521830	ACEBUTOLOL RANBAXY 200 mg, comprimé pelliculé
Q12152	CIS65637614	ACEBUTOLOL BIOGARAN 200 mg, comprimé pelliculé
Q12152	CIS62096139	ACEBUTOLOL ARROW 400 mg, comprimé pelliculé sécable
Q12152	CIS64304820	ACEBUTOLOL SANDOZ 200 mg, comprimé enrobé
Q12152	CIS66931921	SECTRAL 200 mg, comprimé pelliculé
Q12152	CIS67579483	SECTRAL LP 500 mg, comprimé pelliculé à libération prolongée
Q12152	CIS67951019	ACEBUTOLOL RATIOPHARM 200 mg, comprimé enrobé
Q12152	CIS67771398	ACEBUTOLOL MYLAN 200 mg, comprimé pelliculé
Q12152	CIS69461099	ACEBUTOLOL EG 200 mg, comprimé pelliculé
Q12152	CIS66904792	ACEBUTOLOL ARROW 200 mg, comprimé pelliculé
Q12152	CIS67050875	ACEBUTOLOL SANDOZ 400 mg, comprimé enrobé
Q12152	CIS69877717	ACEBUTOLOL ZENTIVA 200 mg, comprimé pelliculé
Q41861	CIS61969626	SECTRAL 40 mg/ml, solution buvable en flacon
Q41861	CIS64000931	SECTRAL 400 mg, comprimé pelliculé
Q41861	CIS63874155	ACEBUTOLOL EG 400 mg, comprimé pelliculé
Q41861	CIS65521830	ACEBUTOLOL RANBAXY 200 mg, comprimé pelliculé
Q41861	CIS65637614	ACEBUTOLOL BIOGARAN 200 mg, comprimé pelliculé
Q41861	CIS62096139	ACEBUTOLOL ARROW 400 mg, comprimé pelliculé sécable
Q41861	CIS64304820	ACEBUTOLOL SANDOZ 200 mg, comprimé enrobé
Q41861	CIS66931921	SECTRAL 200 mg, comprimé pelliculé
Q41861	CIS67579483	SECTRAL LP 500 mg, comprimé pelliculé à libération prolongée
Q41861	CIS67951019	ACEBUTOLOL RATIOPHARM 200 mg, comprimé enrobé
Q41861	CIS67771398	ACEBUTOLOL MYLAN 200 mg, comprimé pelliculé
Q41861	CIS69461099	ACEBUTOLOL EG 200 mg, comprimé pelliculé
Q41861	CIS66904792	ACEBUTOLOL ARROW 200 mg, comprimé pelliculé
Q41861	CIS67050875	ACEBUTOLOL SANDOZ 400 mg, comprimé enrobé
Q41861	CIS69877717	ACEBUTOLOL ZENTIVA 200 mg, comprimé pelliculé
Q844935	CIS62870531	SECALIP 100 mg, gélule
Q844935	CIS63880877	SECALIP 300 mg, gélule
Q844935	CIS65569444	LIPANTHYL 200 micronisé, gélule
Q844935	CIS62016239	LIPANTHYL 67 Micronisé, gélule
Q844935	CIS61774284	FEGENOR 200 mg, gélule
Q844935	CIS62277520	FENOFIBRATE MYLAN 67 mg, gélule
Q844935	CIS60302512	FENOFIBRATE BIOGARAN 200 mg, gélule
Q844935	CIS61500244	FENOFIBRATE RATIOPHARM 200 mg, gélule
Q844935	CIS62575470	FENOFIBRATE RANBAXY 300 mg, gélule
Q844935	CIS63291117	FENOFIBRATE RATIOPHARM 300 mg, gélule
Q844935	CIS62754046	FENOFIBRATE MYLAN 200 mg, gélule
Q844935	CIS64743949	FENOFIBRATE EG 67 mg, gélule
Q844935	CIS65145933	FENOFIBRATE EG 200 mg, gélule
Q844935	CIS65110505	FENOFIBRATE RATIOPHARM 67 mg, gélule
Q844935	CIS60883708	FENOFIBRATE ARROW 67 mg, gélule
Q844935	CIS60004277	FENOFIBRATE TEVA 100 mg, gélule
Q844935	CIS63004535	FENOFIBRATE FOURNIER 300 mg, gélule
Q844935	CIS62880454	FENOFIBRATE FOURNIER 100 mg, gélule
Q844935	CIS62503389	FENOFIBRATE ZENTIVA 200 mg, gélule
Q844935	CIS64563132	LIPANTHYL 160 mg, comprimé pelliculé
Q844935	CIS64368641	FENOFIBRATE SANDOZ 67 mg, gélule
Q844935	CIS64325330	FENOFIBRATE SANDOZ 300 mg, gélule
Q844935	CIS65137071	FEGENOR 140 mg, gélule
Q844935	CIS66139748	FENOFIBRATE TEVA 200 mg, gélule
Q844935	CIS66139659	FENOFIBRATE FOURNIER 200 MICRONISE, gélule
Q844935	CIS65700160	FENOFIBRATE ZENTIVA 67 mg, gélule
Q844935	CIS61618029	FENOFIBRATE FOURNIER 160 mg, comprimé pelliculé
Q844935	CIS61942668	FENOFIBRATE EG 160 mg, comprimé pelliculé
Q844935	CIS63686872	FENOFIBRATE TEVA SANTE 160 mg, comprimé pelliculé
Q844935	CIS65254758	FENOFIBRATE ARROW 160 mg, comprimé
Q844935	CIS65310242	FENOFIBRATE ALMUS 160 mg, comprimé
Q844935	CIS63972172	FENOFIBRATE ACTAVIS 160 mg, comprimé
Q844935	CIS63902626	FENOFIBRATE TEVA SANTE 200 mg, gélule
Q844935	CIS65946703	FENOFIBRATE SANDOZ 160 mg, comprimé
Q844935	CIS60187501	FENOFIBRATE RANBAXY 200 mg, gélule
Q844935	CIS61019912	FENOFIBRATE ZENTIVA 145 mg, comprimé
Q844935	CIS62602914	FENOFIBRATE EG 145 mg, comprimé
Q844935	CIS62705088	FENOFIBRATE MYLAN PHARMA 145 mg, comprimé pelliculé
Q844935	CIS65193173	FENOFIBRATE TEVA 145 mg, comprimé
Q844935	CIS65586358	FENOFIBRATE MYLAN 145 mg, comprimé
Q844935	CIS65725046	FENOFIBRATE ZYDUS 145 mg, comprimé
Q844935	CIS66127952	FENOFIBRATE SANDOZ 145 mg, comprimé
Q844935	CIS67204056	FENOFIBRATE MYLAN 100 mg, gélule
Q844935	CIS67140059	FENOFIBRATE MYLAN 300 mg, gélule
Q844935	CIS67338660	FENOFIBRATE ZYDUS 300 mg, gélule
Q844935	CIS67672514	FENOFIBRATE BIOGARAN 67 mg, gélule
Q844935	CIS67452913	FENOFIBRATE BIOGARAN 100 mg, gélule
Q844935	CIS66732022	FENOFIBRATE TEVA 300 mg, gélule
Q844935	CIS67098254	FENOFIBRATE TEVA 67 mg, gélule
Q844935	CIS67737307	FENOFIBRATE ARROW 200 mg, gélule
Q844935	CIS67701695	FENOFIBRATE FOURNIER 67 MICRONISE, gélule
Q844935	CIS68382930	FENOFIBRATE ZYDUS 67 mg, gélule
Q844935	CIS67750518	FENOFIBRATE SANDOZ 100 mg, gélule
Q844935	CIS68753129	FENOFIBRATE MYLAN 160 mg, comprimé pelliculé
Q844935	CIS67877152	FENOFIBRATE ZENTIVA 160 mg, comprimé
Q844935	CIS68462198	FENOFIBRATE ZYDUS 160 mg, comprimé
Q844935	CIS68849914	FENOFIBRATE BIOGARAN 160 mg, comprimé
Q844935	CIS69196658	FENOFIBRATE TEVA SANTE 67 mg, gélule
Q844935	CIS69612398	LIPANTHYL 145 mg, comprimé pelliculé
Q844935	CIS69420661	FENOFIBRATE BIOGARAN 300 mg, gélule
Q844935	CIS69561982	FENOFIBRATE ZYDUS 200 mg, gélule
Q844935	CIS69935871	FENOFIBRATE SANDOZ 200 mg, gélule
Q844935	CIS67222054	FENOFIBRATE BIOGARAN 145 mg, comprimé
Q844935	CIS68470444	FENOFIBRATE CRISTERS 67 mg, gélule
Q844935	CIS69553238	FENOFIBRATE CRISTERS 200 mg, gélule
Q1467339	CIS62870531	SECALIP 100 mg, gélule
Q1467339	CIS63880877	SECALIP 300 mg, gélule
Q1467339	CIS65569444	LIPANTHYL 200 micronisé, gélule
Q1467339	CIS62016239	LIPANTHYL 67 Micronisé, gélule
Q1467339	CIS61774284	FEGENOR 200 mg, gélule
Q1467339	CIS62277520	FENOFIBRATE MYLAN 67 mg, gélule
Q1467339	CIS60302512	FENOFIBRATE BIOGARAN 200 mg, gélule
Q1467339	CIS61500244	FENOFIBRATE RATIOPHARM 200 mg, gélule
Q1467339	CIS62575470	FENOFIBRATE RANBAXY 300 mg, gélule
Q1467339	CIS63291117	FENOFIBRATE RATIOPHARM 300 mg, gélule
Q1467339	CIS62754046	FENOFIBRATE MYLAN 200 mg, gélule
Q1467339	CIS64743949	FENOFIBRATE EG 67 mg, gélule
Q1467339	CIS65145933	FENOFIBRATE EG 200 mg, gélule
Q1467339	CIS65110505	FENOFIBRATE RATIOPHARM 67 mg, gélule
Q1467339	CIS60883708	FENOFIBRATE ARROW 67 mg, gélule
Q1467339	CIS60004277	FENOFIBRATE TEVA 100 mg, gélule
Q1467339	CIS63004535	FENOFIBRATE FOURNIER 300 mg, gélule
Q1467339	CIS62880454	FENOFIBRATE FOURNIER 100 mg, gélule
Q1467339	CIS62503389	FENOFIBRATE ZENTIVA 200 mg, gélule
Q1467339	CIS64563132	LIPANTHYL 160 mg, comprimé pelliculé
Q1467339	CIS64368641	FENOFIBRATE SANDOZ 67 mg, gélule
Q1467339	CIS64325330	FENOFIBRATE SANDOZ 300 mg, gélule
Q1467339	CIS65137071	FEGENOR 140 mg, gélule
Q1467339	CIS66139748	FENOFIBRATE TEVA 200 mg, gélule
Q1467339	CIS66139659	FENOFIBRATE FOURNIER 200 MICRONISE, gélule
Q1467339	CIS65700160	FENOFIBRATE ZENTIVA 67 mg, gélule
Q1467339	CIS61618029	FENOFIBRATE FOURNIER 160 mg, comprimé pelliculé
Q1467339	CIS61942668	FENOFIBRATE EG 160 mg, comprimé pelliculé
Q1467339	CIS63686872	FENOFIBRATE TEVA SANTE 160 mg, comprimé pelliculé
Q1467339	CIS65254758	FENOFIBRATE ARROW 160 mg, comprimé
Q1467339	CIS65310242	FENOFIBRATE ALMUS 160 mg, comprimé
Q1467339	CIS63972172	FENOFIBRATE ACTAVIS 160 mg, comprimé
Q1467339	CIS63902626	FENOFIBRATE TEVA SANTE 200 mg, gélule
Q1467339	CIS65946703	FENOFIBRATE SANDOZ 160 mg, comprimé
Q1467339	CIS60187501	FENOFIBRATE RANBAXY 200 mg, gélule
Q1467339	CIS61019912	FENOFIBRATE ZENTIVA 145 mg, comprimé
Q1467339	CIS62602914	FENOFIBRATE EG 145 mg, comprimé
Q1467339	CIS62705088	FENOFIBRATE MYLAN PHARMA 145 mg, comprimé pelliculé
Q1467339	CIS65193173	FENOFIBRATE TEVA 145 mg, comprimé
Q1467339	CIS65586358	FENOFIBRATE MYLAN 145 mg, comprimé
Q1467339	CIS65725046	FENOFIBRATE ZYDUS 145 mg, comprimé
Q1467339	CIS66127952	FENOFIBRATE SANDOZ 145 mg, comprimé
Q1467339	CIS67204056	FENOFIBRATE MYLAN 100 mg, gélule
Q1467339	CIS67140059	FENOFIBRATE MYLAN 300 mg, gélule
Q1467339	CIS67338660	FENOFIBRATE ZYDUS 300 mg, gélule
Q1467339	CIS67672514	FENOFIBRATE BIOGARAN 67 mg, gélule
Q1467339	CIS67452913	FENOFIBRATE BIOGARAN 100 mg, gélule
Q1467339	CIS66732022	FENOFIBRATE TEVA 300 mg, gélule
Q1467339	CIS67098254	FENOFIBRATE TEVA 67 mg, gélule
Q1467339	CIS67737307	FENOFIBRATE ARROW 200 mg, gélule
Q1467339	CIS67701695	FENOFIBRATE FOURNIER 67 MICRONISE, gélule
Q1467339	CIS68382930	FENOFIBRATE ZYDUS 67 mg, gélule
Q1467339	CIS67750518	FENOFIBRATE SANDOZ 100 mg, gélule
Q1467339	CIS68753129	FENOFIBRATE MYLAN 160 mg, comprimé pelliculé
Q1467339	CIS67877152	FENOFIBRATE ZENTIVA 160 mg, comprimé
Q1467339	CIS68462198	FENOFIBRATE ZYDUS 160 mg, comprimé
Q1467339	CIS68849914	FENOFIBRATE BIOGARAN 160 mg, comprimé
Q1467339	CIS69196658	FENOFIBRATE TEVA SANTE 67 mg, gélule
Q1467339	CIS69612398	LIPANTHYL 145 mg, comprimé pelliculé
Q1467339	CIS69420661	FENOFIBRATE BIOGARAN 300 mg, gélule
Q1467339	CIS69561982	FENOFIBRATE ZYDUS 200 mg, gélule
Q1467339	CIS69935871	FENOFIBRATE SANDOZ 200 mg, gélule
Q1467339	CIS67222054	FENOFIBRATE BIOGARAN 145 mg, comprimé
Q1467339	CIS68470444	FENOFIBRATE CRISTERS 67 mg, gélule
Q1467339	CIS69553238	FENOFIBRATE CRISTERS 200 mg, gélule
Q1827605	CIS62870531	SECALIP 100 mg, gélule
Q1827605	CIS63880877	SECALIP 300 mg, gélule
Q1827605	CIS65569444	LIPANTHYL 200 micronisé, gélule
Q1827605	CIS62016239	LIPANTHYL 67 Micronisé, gélule
Q1827605	CIS61774284	FEGENOR 200 mg, gélule
Q1827605	CIS62277520	FENOFIBRATE MYLAN 67 mg, gélule
Q1827605	CIS60302512	FENOFIBRATE BIOGARAN 200 mg, gélule
Q1827605	CIS61500244	FENOFIBRATE RATIOPHARM 200 mg, gélule
Q1827605	CIS62575470	FENOFIBRATE RANBAXY 300 mg, gélule
Q1827605	CIS63291117	FENOFIBRATE RATIOPHARM 300 mg, gélule
Q1827605	CIS62754046	FENOFIBRATE MYLAN 200 mg, gélule
Q1827605	CIS64743949	FENOFIBRATE EG 67 mg, gélule
Q1827605	CIS65145933	FENOFIBRATE EG 200 mg, gélule
Q1827605	CIS65110505	FENOFIBRATE RATIOPHARM 67 mg, gélule
Q1827605	CIS60883708	FENOFIBRATE ARROW 67 mg, gélule
Q1827605	CIS60004277	FENOFIBRATE TEVA 100 mg, gélule
Q1827605	CIS63004535	FENOFIBRATE FOURNIER 300 mg, gélule
Q1827605	CIS62880454	FENOFIBRATE FOURNIER 100 mg, gélule
Q1827605	CIS62503389	FENOFIBRATE ZENTIVA 200 mg, gélule
Q1827605	CIS64563132	LIPANTHYL 160 mg, comprimé pelliculé
Q1827605	CIS64368641	FENOFIBRATE SANDOZ 67 mg, gélule
Q1827605	CIS64325330	FENOFIBRATE SANDOZ 300 mg, gélule
Q1827605	CIS65137071	FEGENOR 140 mg, gélule
Q1827605	CIS66139748	FENOFIBRATE TEVA 200 mg, gélule
Q1827605	CIS66139659	FENOFIBRATE FOURNIER 200 MICRONISE, gélule
Q1827605	CIS65700160	FENOFIBRATE ZENTIVA 67 mg, gélule
Q1827605	CIS61618029	FENOFIBRATE FOURNIER 160 mg, comprimé pelliculé
Q1827605	CIS61942668	FENOFIBRATE EG 160 mg, comprimé pelliculé
Q1827605	CIS63686872	FENOFIBRATE TEVA SANTE 160 mg, comprimé pelliculé
Q1827605	CIS65254758	FENOFIBRATE ARROW 160 mg, comprimé
Q1827605	CIS65310242	FENOFIBRATE ALMUS 160 mg, comprimé
Q1827605	CIS63972172	FENOFIBRATE ACTAVIS 160 mg, comprimé
Q1827605	CIS63902626	FENOFIBRATE TEVA SANTE 200 mg, gélule
Q1827605	CIS65946703	FENOFIBRATE SANDOZ 160 mg, comprimé
Q1827605	CIS60187501	FENOFIBRATE RANBAXY 200 mg, gélule
Q1827605	CIS61019912	FENOFIBRATE ZENTIVA 145 mg, comprimé
Q1827605	CIS62602914	FENOFIBRATE EG 145 mg, comprimé
Q1827605	CIS62705088	FENOFIBRATE MYLAN PHARMA 145 mg, comprimé pelliculé
Q1827605	CIS65193173	FENOFIBRATE TEVA 145 mg, comprimé
Q1827605	CIS65586358	FENOFIBRATE MYLAN 145 mg, comprimé
Q1827605	CIS65725046	FENOFIBRATE ZYDUS 145 mg, comprimé
Q1827605	CIS66127952	FENOFIBRATE SANDOZ 145 mg, comprimé
Q1827605	CIS67204056	FENOFIBRATE MYLAN 100 mg, gélule
Q1827605	CIS67140059	FENOFIBRATE MYLAN 300 mg, gélule
Q1827605	CIS67338660	FENOFIBRATE ZYDUS 300 mg, gélule
Q1827605	CIS67672514	FENOFIBRATE BIOGARAN 67 mg, gélule
Q1827605	CIS67452913	FENOFIBRATE BIOGARAN 100 mg, gélule
Q1827605	CIS66732022	FENOFIBRATE TEVA 300 mg, gélule
Q1827605	CIS67098254	FENOFIBRATE TEVA 67 mg, gélule
Q1827605	CIS67737307	FENOFIBRATE ARROW 200 mg, gélule
Q1827605	CIS67701695	FENOFIBRATE FOURNIER 67 MICRONISE, gélule
Q1827605	CIS68382930	FENOFIBRATE ZYDUS 67 mg, gélule
Q1827605	CIS67750518	FENOFIBRATE SANDOZ 100 mg, gélule
Q1827605	CIS68753129	FENOFIBRATE MYLAN 160 mg, comprimé pelliculé
Q1827605	CIS67877152	FENOFIBRATE ZENTIVA 160 mg, comprimé
Q1827605	CIS68462198	FENOFIBRATE ZYDUS 160 mg, comprimé
Q1827605	CIS68849914	FENOFIBRATE BIOGARAN 160 mg, comprimé
Q1827605	CIS69196658	FENOFIBRATE TEVA SANTE 67 mg, gélule
Q1827605	CIS69612398	LIPANTHYL 145 mg, comprimé pelliculé
Q1827605	CIS69420661	FENOFIBRATE BIOGARAN 300 mg, gélule
Q1827605	CIS69561982	FENOFIBRATE ZYDUS 200 mg, gélule
Q1827605	CIS69935871	FENOFIBRATE SANDOZ 200 mg, gélule
Q1827605	CIS67222054	FENOFIBRATE BIOGARAN 145 mg, comprimé
Q1827605	CIS68470444	FENOFIBRATE CRISTERS 67 mg, gélule
Q1827605	CIS69553238	FENOFIBRATE CRISTERS 200 mg, gélule
Q18554145	CIS62870531	SECALIP 100 mg, gélule
Q18554145	CIS63880877	SECALIP 300 mg, gélule
Q18554145	CIS65569444	LIPANTHYL 200 micronisé, gélule
Q18554145	CIS62016239	LIPANTHYL 67 Micronisé, gélule
Q18554145	CIS61774284	FEGENOR 200 mg, gélule
Q18554145	CIS62277520	FENOFIBRATE MYLAN 67 mg, gélule
Q18554145	CIS60302512	FENOFIBRATE BIOGARAN 200 mg, gélule
Q18554145	CIS61500244	FENOFIBRATE RATIOPHARM 200 mg, gélule
Q18554145	CIS62575470	FENOFIBRATE RANBAXY 300 mg, gélule
Q18554145	CIS63291117	FENOFIBRATE RATIOPHARM 300 mg, gélule
Q18554145	CIS62754046	FENOFIBRATE MYLAN 200 mg, gélule
Q18554145	CIS64743949	FENOFIBRATE EG 67 mg, gélule
Q18554145	CIS65145933	FENOFIBRATE EG 200 mg, gélule
Q18554145	CIS65110505	FENOFIBRATE RATIOPHARM 67 mg, gélule
Q18554145	CIS60883708	FENOFIBRATE ARROW 67 mg, gélule
Q18554145	CIS60004277	FENOFIBRATE TEVA 100 mg, gélule
Q18554145	CIS63004535	FENOFIBRATE FOURNIER 300 mg, gélule
Q18554145	CIS62880454	FENOFIBRATE FOURNIER 100 mg, gélule
Q18554145	CIS62503389	FENOFIBRATE ZENTIVA 200 mg, gélule
Q18554145	CIS64563132	LIPANTHYL 160 mg, comprimé pelliculé
Q18554145	CIS64368641	FENOFIBRATE SANDOZ 67 mg, gélule
Q18554145	CIS64325330	FENOFIBRATE SANDOZ 300 mg, gélule
Q18554145	CIS65137071	FEGENOR 140 mg, gélule
Q18554145	CIS66139748	FENOFIBRATE TEVA 200 mg, gélule
Q18554145	CIS66139659	FENOFIBRATE FOURNIER 200 MICRONISE, gélule
Q18554145	CIS65700160	FENOFIBRATE ZENTIVA 67 mg, gélule
Q18554145	CIS61618029	FENOFIBRATE FOURNIER 160 mg, comprimé pelliculé
Q18554145	CIS61942668	FENOFIBRATE EG 160 mg, comprimé pelliculé
Q18554145	CIS63686872	FENOFIBRATE TEVA SANTE 160 mg, comprimé pelliculé
Q18554145	CIS65254758	FENOFIBRATE ARROW 160 mg, comprimé
Q18554145	CIS65310242	FENOFIBRATE ALMUS 160 mg, comprimé
Q18554145	CIS63972172	FENOFIBRATE ACTAVIS 160 mg, comprimé
Q18554145	CIS63902626	FENOFIBRATE TEVA SANTE 200 mg, gélule
Q18554145	CIS65946703	FENOFIBRATE SANDOZ 160 mg, comprimé
Q18554145	CIS60187501	FENOFIBRATE RANBAXY 200 mg, gélule
Q18554145	CIS61019912	FENOFIBRATE ZENTIVA 145 mg, comprimé
Q18554145	CIS62602914	FENOFIBRATE EG 145 mg, comprimé
Q18554145	CIS62705088	FENOFIBRATE MYLAN PHARMA 145 mg, comprimé pelliculé
Q18554145	CIS65193173	FENOFIBRATE TEVA 145 mg, comprimé
Q18554145	CIS65586358	FENOFIBRATE MYLAN 145 mg, comprimé
Q18554145	CIS65725046	FENOFIBRATE ZYDUS 145 mg, comprimé
Q18554145	CIS66127952	FENOFIBRATE SANDOZ 145 mg, comprimé
Q18554145	CIS67204056	FENOFIBRATE MYLAN 100 mg, gélule
Q18554145	CIS67140059	FENOFIBRATE MYLAN 300 mg, gélule
Q18554145	CIS67338660	FENOFIBRATE ZYDUS 300 mg, gélule
Q18554145	CIS67672514	FENOFIBRATE BIOGARAN 67 mg, gélule
Q18554145	CIS67452913	FENOFIBRATE BIOGARAN 100 mg, gélule
Q18554145	CIS66732022	FENOFIBRATE TEVA 300 mg, gélule
Q18554145	CIS67098254	FENOFIBRATE TEVA 67 mg, gélule
Q18554145	CIS67737307	FENOFIBRATE ARROW 200 mg, gélule
Q18554145	CIS67701695	FENOFIBRATE FOURNIER 67 MICRONISE, gélule
Q18554145	CIS68382930	FENOFIBRATE ZYDUS 67 mg, gélule
Q18554145	CIS67750518	FENOFIBRATE SANDOZ 100 mg, gélule
Q18554145	CIS68753129	FENOFIBRATE MYLAN 160 mg, comprimé pelliculé
Q18554145	CIS67877152	FENOFIBRATE ZENTIVA 160 mg, comprimé
Q18554145	CIS68462198	FENOFIBRATE ZYDUS 160 mg, comprimé
Q18554145	CIS68849914	FENOFIBRATE BIOGARAN 160 mg, comprimé
Q18554145	CIS69196658	FENOFIBRATE TEVA SANTE 67 mg, gélule
Q18554145	CIS69612398	LIPANTHYL 145 mg, comprimé pelliculé
Q18554145	CIS69420661	FENOFIBRATE BIOGARAN 300 mg, gélule
Q18554145	CIS69561982	FENOFIBRATE ZYDUS 200 mg, gélule
Q18554145	CIS69935871	FENOFIBRATE SANDOZ 200 mg, gélule
Q18554145	CIS67222054	FENOFIBRATE BIOGARAN 145 mg, comprimé
Q18554145	CIS68470444	FENOFIBRATE CRISTERS 67 mg, gélule
Q18554145	CIS69553238	FENOFIBRATE CRISTERS 200 mg, gélule
Q18557946	CIS66011780	PANSORAL, gel pour application buccale
Q1472	CIS62235902	HUMIRA 40 mg, solution injectable en seringue préremplie
Q1472	CIS63364686	HUMIRA 40 mg, solution injectable en stylo prérempli
Q1472	CIS65344586	HUMIRA 40 mg/0,8 ml, solution injectable pour usage pédiatrique
Q1472	CIS64783769	HUMIRA 40 mg, solution injectable en stylo prérempli (0,4 ml)
Q1472	CIS62975984	HUMIRA 20 mg, solution injectable en seringue préremplie
Q1472	CIS62042376	HULIO 40 mg, solution injectable en seringue préremplie
Q1472	CIS61192750	IMRALDI 40 mg, solution injectable en seringue préremplie
Q1472	CIS66112231	HYRIMOZ 40 mg, solution injectable en stylo prérempli
Q1472	CIS65325739	HUMIRA 80 mg, solution injectable en stylo prérempli
Q1472	CIS65837903	IDACIO 40 mg, solution injectable en seringue préremplie
Q1472	CIS64202598	IDACIO 40 mg, solution injectable en stylo prérempli
Q1472	CIS66906448	AMGEVITA 40 mg, solution injectable en seringue préremplie
Q1472	CIS67080391	AMGEVITA 40 mg, solution injectable en stylo prérempli
Q1472	CIS68311292	HULIO 40 mg, solution injectable en stylo prérempli
Q1472	CIS69847318	HUMIRA 40 mg, solution injectable en seringue préremplie (0,4 ml)
Q1472	CIS69835440	HUMIRA 80 mg, solution injectable en seringue préremplie
Q1472	CIS69567729	IMRALDI 40 mg, solution injectable en stylo prérempli
Q1477	CIS62235902	HUMIRA 40 mg, solution injectable en seringue préremplie
Q1477	CIS63364686	HUMIRA 40 mg, solution injectable en stylo prérempli
Q1477	CIS65344586	HUMIRA 40 mg/0,8 ml, solution injectable pour usage pédiatrique
Q1477	CIS64783769	HUMIRA 40 mg, solution injectable en stylo prérempli (0,4 ml)
Q1477	CIS62975984	HUMIRA 20 mg, solution injectable en seringue préremplie
Q1477	CIS62042376	HULIO 40 mg, solution injectable en seringue préremplie
Q1477	CIS61192750	IMRALDI 40 mg, solution injectable en seringue préremplie
Q1477	CIS66112231	HYRIMOZ 40 mg, solution injectable en stylo prérempli
Q1477	CIS65325739	HUMIRA 80 mg, solution injectable en stylo prérempli
Q1477	CIS65837903	IDACIO 40 mg, solution injectable en seringue préremplie
Q1477	CIS64202598	IDACIO 40 mg, solution injectable en stylo prérempli
Q1477	CIS66906448	AMGEVITA 40 mg, solution injectable en seringue préremplie
Q1477	CIS67080391	AMGEVITA 40 mg, solution injectable en stylo prérempli
Q1477	CIS68311292	HULIO 40 mg, solution injectable en stylo prérempli
Q1477	CIS69847318	HUMIRA 40 mg, solution injectable en seringue préremplie (0,4 ml)
Q1477	CIS69835440	HUMIRA 80 mg, solution injectable en seringue préremplie
Q1477	CIS69567729	IMRALDI 40 mg, solution injectable en stylo prérempli
Q52849	CIS62235902	HUMIRA 40 mg, solution injectable en seringue préremplie
Q52849	CIS63364686	HUMIRA 40 mg, solution injectable en stylo prérempli
Q52849	CIS65344586	HUMIRA 40 mg/0,8 ml, solution injectable pour usage pédiatrique
Q52849	CIS64783769	HUMIRA 40 mg, solution injectable en stylo prérempli (0,4 ml)
Q52849	CIS62975984	HUMIRA 20 mg, solution injectable en seringue préremplie
Q52849	CIS62042376	HULIO 40 mg, solution injectable en seringue préremplie
Q52849	CIS61192750	IMRALDI 40 mg, solution injectable en seringue préremplie
Q52849	CIS66112231	HYRIMOZ 40 mg, solution injectable en stylo prérempli
Q52849	CIS65325739	HUMIRA 80 mg, solution injectable en stylo prérempli
Q52849	CIS65837903	IDACIO 40 mg, solution injectable en seringue préremplie
Q52849	CIS64202598	IDACIO 40 mg, solution injectable en stylo prérempli
