ICD10	PMSI	diseaseName	Wikidata	UMLS	synonyms	abbreviation
C41.4	PMSI:DIAGNOSTIC-ICD10CHU|C41.4	Tumeur maligne : Pelvis, sacrum et coccyx	n/a	n/a	n/a	n/a
C41.8	PMSI:DIAGNOSTIC-ICD10CHU|C41.8	Tumeur maligne : Os et cartilage articulaire, localisations contigües	n/a	n/a	n/a	n/a
C43.0	PMSI:DIAGNOSTIC-ICD10CHU|C43.0	Mélanome malin : Lèvre	n/a	n/a	n/a	n/a
C43.2	PMSI:DIAGNOSTIC-ICD10CHU|C43.2	Mélanome malin : Oreille et du conduit auditif externe	n/a	n/a	n/a	n/a
C43.3	PMSI:DIAGNOSTIC-ICD10CHU|C43.3	Mélanome malin : Face, parties autres et non précisées	n/a	n/a	n/a	n/a
C43.4	PMSI:DIAGNOSTIC-ICD10CHU|C43.4	Mélanome malin : Cuir chevelu et du cou	n/a	n/a	n/a	n/a
C43.5	PMSI:DIAGNOSTIC-ICD10CHU|C43.5	Mélanome malin : Tronc	n/a	n/a	n/a	n/a
C43.6	PMSI:DIAGNOSTIC-ICD10CHU|C43.6	Mélanome malin : Membre supérieur, y compris l'épaule	n/a	n/a	n/a	n/a
C43.7	PMSI:DIAGNOSTIC-ICD10CHU|C43.7	Mélanome malin : Membre inférieur, y compris la hanche	n/a	n/a	n/a	n/a
C43.8	PMSI:DIAGNOSTIC-ICD10CHU|C43.8	Mélanome malin : Localisations contigües d'un mélanome malin de la peau	n/a	n/a	n/a	n/a
C44.0	PMSI:DIAGNOSTIC-ICD10CHU|C44.0	Tumeur maligne : Face cutanée de la lèvre	n/a	n/a	n/a	n/a
C44.1	PMSI:DIAGNOSTIC-ICD10CHU|C44.1	Tumeur maligne : Peau de la paupière, y compris le canthus	n/a	n/a	n/a	n/a
C44.2	PMSI:DIAGNOSTIC-ICD10CHU|C44.2	Tumeur maligne : Peau de l'oreille et du conduit auditif externe	n/a	n/a	n/a	n/a
C44.3	PMSI:DIAGNOSTIC-ICD10CHU|C44.3	Tumeur maligne : Peau de la face, parties autres et non précisées	Q1711744	n/a	n/a	n/a
C44.4	PMSI:DIAGNOSTIC-ICD10CHU|C44.4	Tumeur maligne : Peau du cuir chevelu et du cou	n/a	n/a	n/a	n/a
C44.6	PMSI:DIAGNOSTIC-ICD10CHU|C44.6	Tumeur maligne : Peau du membre supérieur, y compris l'épaule	Q1711744	n/a	n/a	n/a
C44.7	PMSI:DIAGNOSTIC-ICD10CHU|C44.7	Tumeur maligne : Peau du membre inférieur, y compris la hanche	Q1711744	n/a	n/a	n/a
C44.8	PMSI:DIAGNOSTIC-ICD10CHU|C44.8	Tumeur maligne : Peau, localisations contigües	n/a	n/a	n/a	n/a
C44.9	PMSI:DIAGNOSTIC-ICD10CHU|C44.9	Tumeur maligne : Peau, sans précision	n/a	n/a	n/a	n/a
C45.0	PMSI:DIAGNOSTIC-ICD10CHU|C45.0	Mésothéliome de la plèvre	Q18557602	n/a	n/a	n/a
C45.1	PMSI:DIAGNOSTIC-ICD10CHU|C45.1	Mésothéliome du péritoine	Q54911649	n/a	n/a	n/a
C45.2	PMSI:DIAGNOSTIC-ICD10CHU|C45.2	Mésothéliome du péricarde	Q18557171	n/a	n/a	n/a
C45.7	PMSI:DIAGNOSTIC-ICD10CHU|C45.7	Mésothéliome d'autres sièges	n/a	n/a	n/a	n/a
C45.9	PMSI:DIAGNOSTIC-ICD10CHU|C45.9	Mésothéliome, SP	Q18555143	n/a	n/a	n/a
C46.1	PMSI:DIAGNOSTIC-ICD10CHU|C46.1	Sarcome de Kaposi des tissus mous	Q725345	n/a	n/a	n/a
C46.2	PMSI:DIAGNOSTIC-ICD10CHU|C46.2	Sarcome de Kaposi du palais	Q725345	n/a	n/a	n/a
C46.3	PMSI:DIAGNOSTIC-ICD10CHU|C46.3	Sarcome de Kaposi des ganglions lymphatiques	Q725345	n/a	n/a	n/a
C46.70	PMSI:DIAGNOSTIC-ICD10CHU|C46.70	Sarcome de Kaposi de la sphère O.R.L.	n/a	n/a	n/a	n/a
C46.71	PMSI:DIAGNOSTIC-ICD10CHU|C46.71	Sarcome de Kaposi digestif	n/a	n/a	n/a	n/a
C46.72	PMSI:DIAGNOSTIC-ICD10CHU|C46.72	Sarcome de Kaposi pulmonaire	n/a	n/a	n/a	n/a
C46.78	PMSI:DIAGNOSTIC-ICD10CHU|C46.78	Sarcome de Kaposi d'autres localisations	n/a	n/a	n/a	n/a
C46.8	PMSI:DIAGNOSTIC-ICD10CHU|C46.8	Sarcome de Kaposi d'organes multiples	Q725345	n/a	n/a	n/a
C47.0	PMSI:DIAGNOSTIC-ICD10CHU|C47.0	Tumeur maligne : Nerfs périphériques de la tête, de la face et du cou	n/a	n/a	n/a	n/a
C47.1	PMSI:DIAGNOSTIC-ICD10CHU|C47.1	Tumeur maligne : Nerfs périphériques du membre supérieur, y compris l'épaule	n/a	n/a	n/a	n/a
C47.2	PMSI:DIAGNOSTIC-ICD10CHU|C47.2	Tumeur maligne : Nerfs périphériques du membre inférieur, y compris la hanche	n/a	n/a	n/a	n/a
C47.3	PMSI:DIAGNOSTIC-ICD10CHU|C47.3	Tumeur maligne : Nerfs périphériques du thorax	n/a	n/a	n/a	n/a
C47.4	PMSI:DIAGNOSTIC-ICD10CHU|C47.4	Tumeur maligne : Nerfs périphériques de l'abdomen	n/a	n/a	n/a	n/a
C47.5	PMSI:DIAGNOSTIC-ICD10CHU|C47.5	Tumeur maligne : Nerfs périphériques du pelvis	n/a	n/a	n/a	n/a
C47.6	PMSI:DIAGNOSTIC-ICD10CHU|C47.6	Tumeur maligne : Nerfs périphériques du tronc, sans précision	n/a	n/a	n/a	n/a
C47.8	PMSI:DIAGNOSTIC-ICD10CHU|C47.8	Tumeur maligne : Nerfs périphériques et système nerveux autonome, localisations contigües	n/a	n/a	n/a	n/a
C48.8	PMSI:DIAGNOSTIC-ICD10CHU|C48.8	Tumeur maligne : Rétropéritoine et Péritoine, localisations contigües	n/a	n/a	n/a	n/a
C49.0	PMSI:DIAGNOSTIC-ICD10CHU|C49.0	Tumeur maligne : Tissu conjonctif et autres tissus mous de la tête, de la face et du cou	n/a	n/a	n/a	n/a
C49.1	PMSI:DIAGNOSTIC-ICD10CHU|C49.1	Tumeur maligne : Tissu conjonctif et autres tissus mous du membre supérieur, y compris l'épaule	n/a	n/a	n/a	n/a
C49.2	PMSI:DIAGNOSTIC-ICD10CHU|C49.2	Tumeur maligne : Tissu conjonctif et autres tissus mous du membre inférieur, y compris la hanche	n/a	n/a	n/a	n/a
C49.30	PMSI:DIAGNOSTIC-ICD10CHU|C49.30	Tumeur maligne des vaisseaux (sanguins) (lymphatiques) du thorax	n/a	n/a	n/a	n/a
C49.38	PMSI:DIAGNOSTIC-ICD10CHU|C49.38	Autres tumeurs malignes du tissu conjonctif et des autres tissus mous du thorax	n/a	n/a	n/a	n/a
C03.0	PMSI:DIAGNOSTIC-ICD10CHU|C03.0	Tumeur maligne : Gencive supérieure	Q18557976	n/a	n/a	n/a
C03.1	PMSI:DIAGNOSTIC-ICD10CHU|C03.1	Tumeur maligne : Gencive inférieure	Q18558066	n/a	n/a	n/a
C03.9	PMSI:DIAGNOSTIC-ICD10CHU|C03.9	Tumeur maligne : Gencive, sans précision	Q18557977	n/a	n/a	n/a
C04.0	PMSI:DIAGNOSTIC-ICD10CHU|C04.0	Tumeur maligne : Plancher antérieur de la bouche	Q1143025	n/a	n/a	n/a
C04.1	PMSI:DIAGNOSTIC-ICD10CHU|C04.1	Tumeur maligne : Plancher latéral de la bouche	Q1143025	n/a	n/a	n/a
C04.8	PMSI:DIAGNOSTIC-ICD10CHU|C04.8	Tumeur maligne : Plancher de la bouche, localisations contigües	n/a	n/a	n/a	n/a
C04.9	PMSI:DIAGNOSTIC-ICD10CHU|C04.9	Tumeur maligne : Plancher de la bouche, sans précision	Q1143025	n/a	n/a	n/a
C05.1	PMSI:DIAGNOSTIC-ICD10CHU|C05.1	Tumeur maligne : Voile du palais	Q18557973	n/a	n/a	n/a
C05.2	PMSI:DIAGNOSTIC-ICD10CHU|C05.2	Tumeur maligne : Luette	Q18557985	n/a	n/a	n/a
C05.8	PMSI:DIAGNOSTIC-ICD10CHU|C05.8	Tumeur maligne : Palais, localisations contigües	n/a	n/a	n/a	n/a
C05.9	PMSI:DIAGNOSTIC-ICD10CHU|C05.9	Tumeur maligne : Palais, sans précision	n/a	n/a	n/a	n/a
C06.0	PMSI:DIAGNOSTIC-ICD10CHU|C06.0	Tumeur maligne : Muqueuse de la joue	Q18558005	n/a	n/a	n/a
C06.1	PMSI:DIAGNOSTIC-ICD10CHU|C06.1	Tumeur maligne : Vestibule de la bouche	Q18558079	n/a	n/a	n/a
C06.8	PMSI:DIAGNOSTIC-ICD10CHU|C06.8	Tumeur maligne : Bouche, parties autres et non précisées, localisations contigües	n/a	n/a	n/a	n/a
C06.9	PMSI:DIAGNOSTIC-ICD10CHU|C06.9	Tumeur maligne : Bouche, sans précision	n/a	n/a	n/a	n/a
C08.1	PMSI:DIAGNOSTIC-ICD10CHU|C08.1	Tumeur maligne : Glande sublinguale	Q18558024	n/a	n/a	n/a
C08.9	PMSI:DIAGNOSTIC-ICD10CHU|C08.9	Tumeur maligne : Glande salivaire principale, sans précision	n/a	n/a	n/a	n/a
C09.0	PMSI:DIAGNOSTIC-ICD10CHU|C09.0	Tumeur maligne : Fosse amygdalienne	Q18558041	n/a	n/a	n/a
C09.1	PMSI:DIAGNOSTIC-ICD10CHU|C09.1	Tumeur maligne : Pilier de l'amygdale (antérieur) (postérieur)	Q18558002	n/a	n/a	n/a
C09.8	PMSI:DIAGNOSTIC-ICD10CHU|C09.8	Tumeur maligne : Amygdale, localisations contigües	n/a	n/a	n/a	n/a
C09.9	PMSI:DIAGNOSTIC-ICD10CHU|C09.9	Tumeur maligne : Amygdale, sans précision	Q18558027	n/a	n/a	n/a
C10.0	PMSI:DIAGNOSTIC-ICD10CHU|C10.0	Tumeur maligne : Sillon glosso-épiglottique	Q18557970	n/a	n/a	n/a
C10.2	PMSI:DIAGNOSTIC-ICD10CHU|C10.2	Tumeur maligne : Paroi latérale de l'oropharynx	Q2031424	n/a	n/a	n/a
C10.3	PMSI:DIAGNOSTIC-ICD10CHU|C10.3	Tumeur maligne : Paroi postérieure de l'oropharynx	Q2031424	n/a	n/a	n/a
C10.4	PMSI:DIAGNOSTIC-ICD10CHU|C10.4	Tumeur maligne : Fente branchiale	n/a	n/a	n/a	n/a
C10.8	PMSI:DIAGNOSTIC-ICD10CHU|C10.8	Tumeur maligne : Oropharynx, localisations contigües	Q2031424	n/a	n/a	n/a
C10.9	PMSI:DIAGNOSTIC-ICD10CHU|C10.9	Tumeur maligne : Oropharynx, sans précision	Q2031424	n/a	n/a	n/a
C11.0	PMSI:DIAGNOSTIC-ICD10CHU|C11.0	Tumeur maligne : Paroi supérieure du rhinopharynx	Q1693598	n/a	n/a	n/a
C11.1	PMSI:DIAGNOSTIC-ICD10CHU|C11.1	Tumeur maligne : Paroi postérieure du rhinopharynx	Q1693598	n/a	n/a	n/a
C11.2	PMSI:DIAGNOSTIC-ICD10CHU|C11.2	Tumeur maligne : Paroi latérale du rhinopharynx	Q1693598	n/a	n/a	n/a
C11.3	PMSI:DIAGNOSTIC-ICD10CHU|C11.3	Tumeur maligne : Paroi antérieure du rhinopharynx	Q1693598	n/a	n/a	n/a
C11.8	PMSI:DIAGNOSTIC-ICD10CHU|C11.8	Lésion maligne à localisations contigües de rhinopharynx	n/a	n/a	n/a	n/a
C11.9	PMSI:DIAGNOSTIC-ICD10CHU|C11.9	Tumeur maligne : Rhinopharynx, sans précision	Q1693598	n/a	n/a	n/a
C12	PMSI:DIAGNOSTIC-ICD10CHU|C12	Tumeur maligne : Sinus piriforme	Q18558083	n/a	n/a	n/a
C13.0	PMSI:DIAGNOSTIC-ICD10CHU|C13.0	Tumeur maligne : Région rétro-cricoïdienne	Q18557993	n/a	n/a	n/a
C13.1	PMSI:DIAGNOSTIC-ICD10CHU|C13.1	Tumeur maligne : Repli ary-épiglottique, versant hypopharyngé	Q18557995	n/a	n/a	n/a
C13.8	PMSI:DIAGNOSTIC-ICD10CHU|C13.8	Tumeur maligne : Hypopharynx, localisations contigües	n/a	n/a	n/a	n/a
C13.9	PMSI:DIAGNOSTIC-ICD10CHU|C13.9	Tumeur maligne : Hypopharynx, sans précision	Q1393463	n/a	n/a	n/a
C14.0	PMSI:DIAGNOSTIC-ICD10CHU|C14.0	Tumeur maligne : Pharynx, sans précision	n/a	n/a	n/a	n/a
C14.1	PMSI:DIAGNOSTIC-ICD10CHU|C14.1	Tumeur maligne : Laryngopharynx	n/a	n/a	n/a	n/a
C14.2	PMSI:DIAGNOSTIC-ICD10CHU|C14.2	Tumeur maligne : Anneau de Waldeyer	Q18558038	n/a	n/a	n/a
C14.8	PMSI:DIAGNOSTIC-ICD10CHU|C14.8	Tumeur maligne : Lèvre, Cavité buccale, Pharynx, autres et mal définis, localisations contigües	n/a	n/a	n/a	n/a
C15.0	PMSI:DIAGNOSTIC-ICD10CHU|C15.0	Tumeur maligne : Oesophage cervical	n/a	n/a	n/a	n/a
C15.2	PMSI:DIAGNOSTIC-ICD10CHU|C15.2	Tumeur maligne : Oesophage abdominal	n/a	n/a	n/a	n/a
C15.3	PMSI:DIAGNOSTIC-ICD10CHU|C15.3	Tumeur maligne : Tiers supérieur de l'oesophage	Q372701	n/a	n/a	n/a
C15.4	PMSI:DIAGNOSTIC-ICD10CHU|C15.4	Tumeur maligne : Tiers moyen de l'oesophage	Q372701	n/a	n/a	n/a
C15.5	PMSI:DIAGNOSTIC-ICD10CHU|C15.5	Tumeur maligne : Tiers inférieur de l'oesophage	Q372701	n/a	n/a	n/a
C15.8	PMSI:DIAGNOSTIC-ICD10CHU|C15.8	Tumeur maligne : Oesophage, localisations contigües	n/a	n/a	n/a	n/a
C15.9	PMSI:DIAGNOSTIC-ICD10CHU|C15.9	Tumeur maligne : Oesophage, sans précision	n/a	n/a	n/a	n/a
C16.0	PMSI:DIAGNOSTIC-ICD10CHU|C16.0	CARDIA	Q2936205	n/a	n/a	n/a
C16.1	PMSI:DIAGNOSTIC-ICD10CHU|C16.1	Tumeur maligne : Fundus	Q18553883	n/a	n/a	n/a
C16.2	PMSI:DIAGNOSTIC-ICD10CHU|C16.2	Tumeur maligne : Corps de l'estomac	Q189588	n/a	n/a	n/a
C16.3	PMSI:DIAGNOSTIC-ICD10CHU|C16.3	Tumeur maligne : Antre pylorique	Q18553886	n/a	n/a	n/a
C16.4	PMSI:DIAGNOSTIC-ICD10CHU|C16.4	Tumeur maligne : Pylore	Q18553885	n/a	n/a	n/a
C16.5	PMSI:DIAGNOSTIC-ICD10CHU|C16.5	Tumeur maligne : Petite courbure de l'estomac, sans précision	Q189588	n/a	n/a	n/a
C16.6	PMSI:DIAGNOSTIC-ICD10CHU|C16.6	Tumeur maligne : Grande courbure de l'estomac, sans précision	Q189588	n/a	n/a	n/a
C16.8	PMSI:DIAGNOSTIC-ICD10CHU|C16.8	Tumeur maligne : Estomac, localisations contigües	n/a	n/a	n/a	n/a
C16.9	PMSI:DIAGNOSTIC-ICD10CHU|C16.9	Tumeur maligne : Estomac, sans précision	Q870891	n/a	n/a	n/a
C16.90	PMSI:DIAGNOSTIC-ICD10CHU|C16.90	n/a	n/a	n/a	n/a	n/a
C16.98	PMSI:DIAGNOSTIC-ICD10CHU|C16.98	n/a	n/a	n/a	n/a	n/a
C17.0	PMSI:DIAGNOSTIC-ICD10CHU|C17.0	Tumeur maligne : Duodénum	Q1266395	n/a	n/a	n/a
C17.1	PMSI:DIAGNOSTIC-ICD10CHU|C17.1	Tumeur maligne : Jéjunum	Q18554530	n/a	n/a	n/a
C17.3	PMSI:DIAGNOSTIC-ICD10CHU|C17.3	Tumeur maligne : Diverticule de Meckel	n/a	n/a	n/a	n/a
C17.8	PMSI:DIAGNOSTIC-ICD10CHU|C17.8	Tumeur maligne : Intestin grêle, localisations contigües	n/a	n/a	n/a	n/a
C17.9	PMSI:DIAGNOSTIC-ICD10CHU|C17.9	Tumeur maligne : Intestin grêle, sans précision	Q1271826	n/a	n/a	n/a
C18.0	PMSI:DIAGNOSTIC-ICD10CHU|C18.0	Tumeur maligne : Caecum	Q18554830	n/a	n/a	n/a
C18.1	PMSI:DIAGNOSTIC-ICD10CHU|C18.1	Tumeur maligne : Appendice	Q4781026	n/a	n/a	n/a
C18.2	PMSI:DIAGNOSTIC-ICD10CHU|C18.2	Tumeur maligne : Côlon ascendant	Q18555023	n/a	n/a	n/a
C18.3	PMSI:DIAGNOSTIC-ICD10CHU|C18.3	Tumeur maligne : Angle droit du côlon	Q18555131	n/a	n/a	n/a
C18.4	PMSI:DIAGNOSTIC-ICD10CHU|C18.4	Tumeur maligne : Côlon transverse	Q18555134	n/a	n/a	n/a
C18.5	PMSI:DIAGNOSTIC-ICD10CHU|C18.5	Tumeur maligne : Angle gauche du côlon	Q18554264	n/a	n/a	n/a
C18.6	PMSI:DIAGNOSTIC-ICD10CHU|C18.6	Tumeur maligne : Côlon descendant	Q18554263	n/a	n/a	n/a
C18.7	PMSI:DIAGNOSTIC-ICD10CHU|C18.7	Tumeur maligne : Côlon sigmoïde	Q18554265	n/a	n/a	n/a
C18.8	PMSI:DIAGNOSTIC-ICD10CHU|C18.8	Tumeur maligne : Côlon, localisations contigües	n/a	n/a	n/a	n/a
C18.9	PMSI:DIAGNOSTIC-ICD10CHU|C18.9	Tumeur maligne : Côlon, sans précision	Q18555025	n/a	n/a	n/a
C18.90	PMSI:DIAGNOSTIC-ICD10CHU|C18.90	n/a	n/a	n/a	n/a	n/a
C18.98	PMSI:DIAGNOSTIC-ICD10CHU|C18.98	n/a	n/a	n/a	n/a	n/a
C19	PMSI:DIAGNOSTIC-ICD10CHU|C19	Tumeur maligne : Jonction recto-sigmoïdienne	Q18555197	n/a	n/a	n/a
C21.0	PMSI:DIAGNOSTIC-ICD10CHU|C21.0	Tumeur maligne : Anus, sans précision	Q484827	n/a	n/a	n/a
C21.1	PMSI:DIAGNOSTIC-ICD10CHU|C21.1	Tumeur maligne : Canal anal	Q484827	n/a	n/a	n/a
C21.8	PMSI:DIAGNOSTIC-ICD10CHU|C21.8	Tumeur maligne : Rectum, anus et canal anal, localisations contigües	n/a	n/a	n/a	n/a
C22.1	PMSI:DIAGNOSTIC-ICD10CHU|C22.1	Carcinome du canal biliaire intrahépatique	Q18556554	n/a	n/a	n/a
C22.2	PMSI:DIAGNOSTIC-ICD10CHU|C22.2	Hépatoblastome	Q1607658	n/a	n/a	n/a
C22.3	PMSI:DIAGNOSTIC-ICD10CHU|C22.3	Angiosarcome du foie	Q18555157	n/a	n/a	n/a
C22.4	PMSI:DIAGNOSTIC-ICD10CHU|C22.4	Tumeur maligne : Autres sarcomes du foie	n/a	n/a	n/a	n/a
C22.7	PMSI:DIAGNOSTIC-ICD10CHU|C22.7	Tumeur maligne : Autres carcinomes du foie précisés	Q1451877	n/a	n/a	n/a
C22.9	PMSI:DIAGNOSTIC-ICD10CHU|C22.9	Tumeur maligne : Foie, sans précision	Q623031	n/a	n/a	n/a
C24.1	PMSI:DIAGNOSTIC-ICD10CHU|C24.1	Tumeur maligne : Ampoule de Vater	Q18553760	n/a	n/a	n/a
C24.9	PMSI:DIAGNOSTIC-ICD10CHU|C24.9	Tumeur maligne : Voies biliaires, sans précision	Q18556397	n/a	n/a	n/a
C25.0	PMSI:DIAGNOSTIC-ICD10CHU|C25.0	Tumeur maligne : Tête du pancréas	Q212961	n/a	n/a	n/a
C25.1	PMSI:DIAGNOSTIC-ICD10CHU|C25.1	Tumeur maligne : Corps du pancréas	Q212961	n/a	n/a	n/a
C25.2	PMSI:DIAGNOSTIC-ICD10CHU|C25.2	Tumeur maligne : Queue du pancréas	Q212961	n/a	n/a	n/a
C25.3	PMSI:DIAGNOSTIC-ICD10CHU|C25.3	Tumeur maligne : Canal pancréatique	Q8263002	n/a	n/a	n/a
N00.2	PMSI:DIAGNOSTIC-ICD10CHU|N00.2	Syndrome néphritique aigu avec glomérulonéphrite membraneuse diffuse	n/a	n/a	n/a	n/a
N01.70	PMSI:DIAGNOSTIC-ICD10CHU|N01.70	Syndrome néphritique rapide avec glomérulonéphrite diffuse en croissant, dépôts Ig A	n/a	n/a	n/a	n/a
N02.9	PMSI:DIAGNOSTIC-ICD10CHU|N02.9	Hématurie récidivante et persistante sans précision	n/a	n/a	n/a	n/a
N03.2	PMSI:DIAGNOSTIC-ICD10CHU|N03.2	Syndrome néphritique chron avec glomérulonéphrite membraneuse diffuse	Q1713037	n/a	n/a	n/a
N03.80	PMSI:DIAGNOSTIC-ICD10CHU|N03.80	Syndrome néphritique chron avec autres lésions, dépôts Ig A	n/a	n/a	n/a	n/a
N04.3	PMSI:DIAGNOSTIC-ICD10CHU|N04.3	Syndrome néphrotique avec glomérulonéphrite proliférative mésangiale diffuse	n/a	n/a	n/a	n/a
N04.7	PMSI:DIAGNOSTIC-ICD10CHU|N04.7	Syndrome néphrotique avec glomérulonéphrite diffuse en croissant	n/a	n/a	n/a	n/a
N05.8	PMSI:DIAGNOSTIC-ICD10CHU|N05.8	Syndrome néphritique, SAI avec autres lésions morphologiques	n/a	n/a	n/a	n/a
N08.3	PMSI:DIAGNOSTIC-ICD10CHU|N08.3	Glomérulopathie au cours du diabète sucré	n/a	n/a	n/a	n/a
N11.1	PMSI:DIAGNOSTIC-ICD10CHU|N11.1	Pyélonéphrite obstructive chronique	n/a	n/a	n/a	n/a
N14.0	PMSI:DIAGNOSTIC-ICD10CHU|N14.0	Néphropathie due à un analgésique	n/a	n/a	n/a	n/a
N18.2	PMSI:DIAGNOSTIC-ICD10CHU|N18.2	Insuffisance rénale chronique stade II	n/a	n/a	n/a	n/a
N18.4	PMSI:DIAGNOSTIC-ICD10CHU|N18.4	Insuffisance rénale chronique stade IV - sévère	n/a	n/a	n/a	n/a
N21.1	PMSI:DIAGNOSTIC-ICD10CHU|N21.1	Calcul de l'urètre	Q3650514	n/a	n/a	n/a
N21.9	PMSI:DIAGNOSTIC-ICD10CHU|N21.9	Calcul des voies urinaires inférieures, sans précision	Q1585769	n/a	n/a	n/a
N22.8	PMSI:DIAGNOSTIC-ICD10CHU|N22.8	Calcul des voies urinaires au cours d'autres maladies classées ailleurs	n/a	n/a	n/a	n/a
N30.9	PMSI:DIAGNOSTIC-ICD10CHU|N30.9	Cystite aigue	Q246084	n/a	n/a	n/a
N32.4	PMSI:DIAGNOSTIC-ICD10CHU|N32.4	Rupture de la vessie, non traumatique	n/a	n/a	n/a	n/a
N35.0	PMSI:DIAGNOSTIC-ICD10CHU|N35.0	Rétrécissement urétral post-traumatique	n/a	n/a	n/a	n/a
N35.8	PMSI:DIAGNOSTIC-ICD10CHU|N35.8	Autres rétrécissements urétraux	n/a	n/a	n/a	n/a
N36.0	PMSI:DIAGNOSTIC-ICD10CHU|N36.0	Fistule urétrale	n/a	n/a	n/a	n/a
N41.3	PMSI:DIAGNOSTIC-ICD10CHU|N41.3	Prostato-cystite	Q18554304	n/a	n/a	n/a
N42.1	PMSI:DIAGNOSTIC-ICD10CHU|N42.1	Congestion et hémorragie prostatiques	n/a	n/a	n/a	n/a
N43.3	PMSI:DIAGNOSTIC-ICD10CHU|N43.3	Hydrocèle, SP	n/a	n/a	n/a	n/a
N48.2	PMSI:DIAGNOSTIC-ICD10CHU|N48.2	Autres affections inflammatoires de la verge	n/a	n/a	n/a	n/a
N48.6	PMSI:DIAGNOSTIC-ICD10CHU|N48.6	Induration plastique des corps caverneux	Q874586	n/a	n/a	n/a
N51.1	PMSI:DIAGNOSTIC-ICD10CHU|N51.1	Affections du testicule et de l'épididyme au cours de maladies classées ailleurs	n/a	n/a	n/a	n/a
N51.2	PMSI:DIAGNOSTIC-ICD10CHU|N51.2	Balanite au cours de maladies classées ailleurs	n/a	n/a	n/a	n/a
N51.8	PMSI:DIAGNOSTIC-ICD10CHU|N51.8	Autres affections des organes génitaux de l'homme au cours de maladies classées ailleurs	n/a	n/a	n/a	n/a
N60.2	PMSI:DIAGNOSTIC-ICD10CHU|N60.2	Adénofibrose du sein	Q18553847	n/a	n/a	n/a
N71.0	PMSI:DIAGNOSTIC-ICD10CHU|N71.0	Affection inflammatoire aigüe de l'utérus	n/a	n/a	n/a	n/a
N74.3	PMSI:DIAGNOSTIC-ICD10CHU|N74.3	Affection inflammatoire pelvienne gonococcique de la femme (A542)	n/a	n/a	n/a	n/a
N75.1	PMSI:DIAGNOSTIC-ICD10CHU|N75.1	Abcès de la glande de Bartholin	n/a	n/a	n/a	n/a
N76.2	PMSI:DIAGNOSTIC-ICD10CHU|N76.2	Vulvite aigue	Q1542466	n/a	n/a	n/a
N77.8	PMSI:DIAGNOSTIC-ICD10CHU|N77.8	Ulcération et inflammation vulvo-vaginales au cours d'autres maladies classées ailleurs	n/a	n/a	n/a	n/a
N83.7	PMSI:DIAGNOSTIC-ICD10CHU|N83.7	Hématome du ligament large	n/a	n/a	n/a	n/a
N88.2	PMSI:DIAGNOSTIC-ICD10CHU|N88.2	Rétrécissement et sténose du col de l'utérus	n/a	n/a	n/a	n/a
N89.0	PMSI:DIAGNOSTIC-ICD10CHU|N89.0	Dysplasie légère du vagin	n/a	n/a	n/a	n/a
N90.1	PMSI:DIAGNOSTIC-ICD10CHU|N90.1	Dysplasie moyenne de la vulve	n/a	n/a	n/a	n/a
N92.3	PMSI:DIAGNOSTIC-ICD10CHU|N92.3	Saignements de l'ovulation	n/a	n/a	n/a	n/a
N92.6	PMSI:DIAGNOSTIC-ICD10CHU|N92.6	Irrégularité menstruelle, SP	n/a	n/a	n/a	n/a
N94.1	PMSI:DIAGNOSTIC-ICD10CHU|N94.1	Dyspareunie	n/a	n/a	n/a	n/a
N99.2	PMSI:DIAGNOSTIC-ICD10CHU|N99.2	Adhérences vaginales postopératoires	n/a	n/a	n/a	n/a
O04.0	PMSI:DIAGNOSTIC-ICD10CHU|O04.0	Avortement médical, incomplet, compliqué infection appareil génital et organes pelviens	n/a	n/a	n/a	n/a
O04.21	PMSI:DIAGNOSTIC-ICD10CHU|O04.21	Avortement médical, incomplet, compliqué d'une embolie - IMG ITG pour cause embryonnaire ou foetale	n/a	n/a	n/a	n/a
O04.50	PMSI:DIAGNOSTIC-ICD10CHU|O04.50	Avortement médical, complet ou sans précision, compliqué d'une infection de l'appareil génital et des organes pelviens - IVG dans le cadre légal	n/a	n/a	n/a	n/a
O04.8	PMSI:DIAGNOSTIC-ICD10CHU|O04.8	Avortement médical, complet ou SAI, avec complications autres et non précisées	n/a	n/a	n/a	n/a
O04.9	PMSI:DIAGNOSTIC-ICD10CHU|O04.9	Avortement médical, complet ou SAI, sans complication	n/a	n/a	n/a	n/a
O10.4	PMSI:DIAGNOSTIC-ICD10CHU|O10.4	Hypertension secondaire préexistante compliquant grossesse, accouchement et puerpéralité	n/a	n/a	n/a	n/a
O24.0	PMSI:DIAGNOSTIC-ICD10CHU|O24.0	Diabète sucré préexistant, de type 1, au cours de la grossesse	n/a	n/a	n/a	n/a
O26.7	PMSI:DIAGNOSTIC-ICD10CHU|O26.7	Subluxation symphyse pubienne au cours de grossesse, accouchement, puerpéralité	n/a	n/a	n/a	n/a
O29.5	PMSI:DIAGNOSTIC-ICD10CHU|O29.5	Autres complications d'une rachianesthésie et d'une anesthésie épidurale au cours de la grossesse	n/a	n/a	n/a	n/a
O29.8	PMSI:DIAGNOSTIC-ICD10CHU|O29.8	Autres complications d'une anesthésie au cours de la grossesse	n/a	n/a	n/a	n/a
