diseaseWikidata	prefLabel	wikidata	CUI	synonyms	weight
Q1992236	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q2264130	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q2447562	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q2600216	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q3008595	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q3589128	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q4454701	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q4463309	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q6972442	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q12656487	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q18371582	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q32553802	douleur abdominale	Q183425	['C0000737']	"['douleur abdo', ""douleur de l'abdomen"", 'douleur abdominale', 'douleur abd.', 'douleur abdominale sai', 'douleur abdo.', 'douleur intestinale']"	0.023
Q12156	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q83319	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q124604	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q154874	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q154878	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q156050	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q160653	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q164727	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q264118	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q473456	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q649558	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q705906	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q1187697	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q1404470	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q3843800	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q11627066	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q18371582	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q28024539	Splénomégalie	Q1129121	['C0038002']	['splenomegalie', 'splénomégalie', 'hypertrophie splénique', 'hypertrophie de la rate', 'augmentation de volume de la rate']	0.056
Q1484058	palpitation	Q1123260	['C0030252']	['palpitations cardiaques', 'palpitations', 'palpitation']	1.0
Q12195	Parésie	Q1126769	['C0018989']	['hemiparesie', 'hémiparésie']	1.0
Q39222	mydriase	Q1128283	['C0026961']	['dilatation des pupilles', 'pupilles dilatées', 'mydriase', 'dilatation de la pupille']	0.25
Q154865	mydriase	Q1128283	['C0026961']	['dilatation des pupilles', 'pupilles dilatées', 'mydriase', 'dilatation de la pupille']	0.25
Q574975	mydriase	Q1128283	['C0026961']	['dilatation des pupilles', 'pupilles dilatées', 'mydriase', 'dilatation de la pupille']	0.25
Q3153686	mydriase	Q1128283	['C0026961']	['dilatation des pupilles', 'pupilles dilatées', 'mydriase', 'dilatation de la pupille']	0.25
Q3234995	perte de mémoire	Q989365	n/a	n/a	1.0
Q11085	hypokinésie	Q1036662	['C0233565']	['bradykinésie', 'bradycinésie', 'bradykinesie']	1.0
Q408089	néphropathie	Q1054718	['C0022658', 'C0266292', 'C1408258']	['maladies des reins', 'néphropathies', 'néphropathie', 'néphropathie sai', 'affection rénale sai', 'trouble des reins', 'nephropathie sai', 'maladies du rein', 'maladies rénales', 'troubles rénaux', 'trouble rénal', 'maladie rénale', 'anomalie congénitale du rein sai']	0.5
Q3153686	néphropathie	Q1054718	['C0022658', 'C0266292', 'C1408258']	['maladies des reins', 'néphropathies', 'néphropathie', 'néphropathie sai', 'affection rénale sai', 'trouble des reins', 'nephropathie sai', 'maladies du rein', 'maladies rénales', 'troubles rénaux', 'trouble rénal', 'maladie rénale', 'anomalie congénitale du rein sai']	0.5
Q28024539	retard de maturation osseuse	Q29647492	['C0541764']	['vieillissement osseux ralenti']	1.0
Q28024539	hypermobilité articulaire	Q29647501	['C1844820']	[]	1.0
Q11081	désorientation dans le temps et dans l’espace	Q30141302	n/a	n/a	1.0
Q11081	difficulté à planifier ou à résoudre des problèmes	Q30141343	n/a	n/a	1.0
Q11081	difficulté à exécuter les tâches familières à la maison, au travail ou durant les loisirs	Q30141359	n/a	n/a	1.0
Q11081	problèmes d'expression orale ou écrite	Q30141385	n/a	n/a	1.0
Q11081	altération du jugement	Q30141399	n/a	n/a	1.0
Q11081	changements d'humeur et de la personnalité	Q30141414	n/a	n/a	1.0
Q11081	désengagement du travail ou des activités sociales	Q30141432	n/a	n/a	1.0
Q11081	difficultés à interpréter les images et évaluer les distances	Q30141517	n/a	n/a	1.0
Q11081	objets égarés et perte de la capacité à reconstituer un parcours	Q30141588	n/a	n/a	1.0
Q11081	perte de mémoire qui perturbe la vie quotidienne	Q30141616	n/a	n/a	1.0
Q28024539	diminution de l'activité de la prothrombine	Q30150846	['C4021097']	[]	1.0
Q18592	changement	Q1150070	n/a	n/a	1.0
Q114085	irritation nasale	Q21118859	n/a	n/a	0.5
Q3153686	irritation nasale	Q21118859	n/a	n/a	0.5
Q574329	expectoration noirâtre	Q21120168	n/a	n/a	1.0
Q230047	sensation de brûlure de la bouche	Q21120214	['C0877717']	['bouche brûlante']	1.0
Q223591	douleur précordiale	Q21120264	['C0232286']	['douleur thoracique précordiale', 'douleur précordiale', 'douleur thoracique precordiale']	1.0
Q134649	toux aboyante	Q21513506	['C0234866']	[]	1.0
Q205214	paralysie ascendante	Q21756893	n/a	n/a	1.0
Q18371582	maladie de Reiter	Q23451815	n/a	n/a	1.0
Q203133	foyer d'infection primaire	Q24084959	n/a	n/a	1.0
Q1187697	fièvre rémittente	Q24869904	['C0239575']	[]	1.0
Q28024539	retard global de développement	Q25312637	['C0557874']	[]	1.0
Q622901	pseudo-réminiscence	Q27924344	n/a	n/a	1.0
Q28024539	hypoplasie du pied	Q29019700	['C1848673']	[]	1.0
Q28024539	dysmorphie faciale	Q29019704	['C0266617', 'C0332599', 'C0424503', 'C1385263', 'C4072832', 'C4072833']	['malformation faciale congénitale sai', 'malformation faciale', 'malformation de la face', 'dysmorphie faciale']	1.0
Q28024539	électroencéphalogramme  anormal	Q29019794	['C0151611']	"[""anomalie de l'eeg"", 'électroencéphalogramme anormal', ""perturbation à l'eeg sai"", 'eeg anormal']"	1.0
Q28024539	hypoplasie  de la main	Q29019862	['C0575802']	[]	1.0
Q114085	rhinorrhée	Q1115038	n/a	n/a	0.143
Q134859	rhinorrhée	Q1115038	n/a	n/a	0.143
Q166907	rhinorrhée	Q1115038	n/a	n/a	0.143
Q18553870	rhinorrhée	Q1115038	n/a	n/a	0.143
Q18554367	rhinorrhée	Q1115038	n/a	n/a	0.143
Q56244339	rhinorrhée	Q1115038	n/a	n/a	0.143
Q12214	pustule	Q1172159	['C0241157']	['pustule']	0.5
Q937818	pustule	Q1172159	['C0241157']	['pustule']	0.5
Q160653	sang dans les selles	Q1214063	n/a	n/a	0.25
Q683861	sang dans les selles	Q1214063	n/a	n/a	0.25
Q949694	sang dans les selles	Q1214063	n/a	n/a	0.25
Q178190	compulsion	Q266332	n/a	n/a	1.0
Q131755	hypersexualité	Q267907	['C3898830']	[]	1.0
Q1472	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q12192	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q12195	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q12199	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q12204	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q12214	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q47790	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q48143	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q79793	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q133780	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q134649	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q134859	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q154874	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q154882	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q155098	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q155857	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q156103	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q160653	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q164727	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q164818	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q167178	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q167264	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q176741	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q180664	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q182155	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
Q201989	fièvre	Q38933	['C0085594', 'C0015967']	['frissons de fièvre', 'frissons et fièvre', 'fièvre', 'elevation de la temperature', 'hyperthermie', 'pyrexie sai', 'élévation de la température corporelle', 'température augmentée', 'fievre', 'température élevée', 'pyrexie', 'fiévreux', 'fébrile']	0.014
