CIS	CISLabel	IN	INlabel	drugUri
CIS65347714	SILDENAFIL EG 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS61017669	SILDENAFIL EG 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS68107934	VIAGRA 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS68155950	REVATIO 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS67073354	SILDENAFIL MYLAN 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS66984016	SILDENAFIL ACCORD 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS67686574	SILDENAFIL TEVA 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS67526662	SILDENAFIL BIOGARAN 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS67952772	SILDENAFIL BIOGARAN 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS69151830	SILDENAFIL MYLAN 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS69085330	SILDENAFIL ACCORD 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS66671459	SILDENAFIL QUIVER 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS68162966	SILDENAFIL ARROW LAB 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS69632034	SILDENAFIL OHRE PHARMA 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS69190025	MYSILDECARD 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9oq6qc2mqulk68rfps4k3ro02ea8r39h	SILDÉNAFIL	Q191521
CIS64539188	HYZAAR 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60987991	FORTZAAR 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60859600	LOSARTAN ACTAVIS 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60443477	LOSARTAN ZYDUS 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS65042709	LOSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 50 mg/12,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS64039877	LOSARTAN ALTER 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63732483	LOSARTAN TEVA 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS64448518	LOSARTAN ZYDUS 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS65214977	FORTZAAR 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS65638748	LOSARTAN TEVA 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS65657232	LOSARTAN MYLAN 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66317179	LOSARTAN ARROW 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60142043	LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS61171820	LOSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 100 mg/25 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60922709	LOSARTAN/HYDROCHLOROTHIAZIDE SANDOZ 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60777637	LOSARTAN/HYDROCHLOROTHIAZIDE PHR LAB 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS61194363	LOSARTAN/HYDROCHLOROTHIAZIDE PHR LAB 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60130906	LOSARTAN ZENTIVA 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS62443426	LOSARTAN/HYDROCHLOROTHIAZIDE TEVA 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS62270675	LOSARTAN KRKA 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63809385	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 mg/25 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63406060	LOSARTAN/HYDROCHLOROTHIAZIDE TEVA 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63777749	LOSARTAN ACTAVIS 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS62143432	LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63933486	LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63012845	LOSARTAN CRISTERS 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS62371553	LOSARTAN CRISTERS 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60384324	LOSARTAN PHR LAB 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS62513159	LOSARTAN PHR LAB 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63430079	FORTZAAR 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS64705546	LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS64011358	LOSARTAN BIOGARAN 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS64053072	LOSARTAN PFIZER 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS64201553	LOSARTAN ACCORD 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS65085169	LOSARTAN/HYDROCHLOROTHIAZIDE EG 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS65647786	LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS65627869	LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS65029882	LOSARTAN EG 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66162063	LOSARTAN/HYDROCHLOROTHIAZIDE TEVA 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66564254	LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 mg/25 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66396792	LOSARTAN/HYDROCHLOROTHIAZIDE SANDOZ 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66331314	LOSARTAN HYDROCHLOROTHIAZIDE BGR 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60639586	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60532762	COZAAR 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS60827517	COZAAR 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS62419546	LOSARTAN/HYDROCHLOROTHIAZIDE EG 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63047935	LOSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS61516533	LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS62577806	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS62013232	COZAAR 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63804370	LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS63066736	LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS64202954	COZAAR 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS64361013	FORTZAAR 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS64150190	HYZAAR 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66055766	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS61133378	LOSARTAN ARROW LAB 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS69197614	COZAAR 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66928996	COZAAR 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS69541912	LOSARTAN ALTER 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS67156234	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 50 mg/12,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS67292654	LOSARTAN/HYDROCHLOROTHIAZIDE EG 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66578478	LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66983010	LOSARTAN/HYDROCHLOROTHIAZIDE BLUEFISH 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS67881866	LOSARTAN SANDOZ 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS67675179	LOSARTAN EVOLUGEN 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS68512110	LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS68640804	LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS68310952	COZAAR 2,5 mg/ml, poudre et solvant pour suspension buvable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS68927786	LOSARTAN SANDOZ 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS68656210	LOSARTAN EG 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS68896312	LOSARTAN RANBAXY 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS68768818	LOSARTAN ACCORD 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS68988369	LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS67576284	LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 50 mg/12,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS69035740	LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66934084	LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS67953657	LOSARTAN MYLAN 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS66659784	LOSARTAN BIOGARAN 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS69582275	LOSARTAN ARROW 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS69337265	LOSARTAN KRKA 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS69560065	LOSARTAN ZENTIVA 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS69905668	LOSARTAN HYDROCHLOROTHIAZIDE BGR 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS69725606	LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS69690240	FORTZAAR 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS67511468	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	Q410074
CIS61856062	FANSIDAR, comprimé quadrisécable	http://www.romedi.fr/romedi/INbn8lrolduvesnc1pv6q99jnteh79r3hl	SULFADOXINE	Q411557
CIS63564053	PLAVIX 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS60562855	PLAVIX 300 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS61952274	DUOPLAVIN 75 mg/75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS63095428	CLOPIDOGREL ARROW GENERIQUES 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS64604935	CLOPIDOGREL ALTER 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS64132502	CLOPIDOGREL MYLAN 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS60124999	CLOPIDOGREL ZF 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS63356668	CLOPIDOGREL TEVA 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS65534176	CLOPIDOGREL BGR 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS67256341	CLOPIDOGREL BIOGARAN 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS67088979	CLOPIDOGREL EG 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS67036338	CLOPIDOGREL SANDOZ 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS67602487	CLOPIDOGREL ARROW LAB 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS68519902	CLOPIDOGREL ZENTIVA 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS68235154	CLOPIDOGREL ALMUS 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	Q410237
CIS63564808	ALMOGRAN 12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INnd05qinu2m0de2krap54q2ulhjvs1jrs	ALMOTRIPTAN	Q409729
CIS64099244	ALMOTRIPTAN BIOGARAN 12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INnd05qinu2m0de2krap54q2ulhjvs1jrs	ALMOTRIPTAN	Q409729
CIS64165648	ALMOTRIPTAN ARROW 12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INnd05qinu2m0de2krap54q2ulhjvs1jrs	ALMOTRIPTAN	Q409729
CIS65724460	ALMOTRIPTAN EG 12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INnd05qinu2m0de2krap54q2ulhjvs1jrs	ALMOTRIPTAN	Q409729
CIS67703803	MANTADIX 100 mg, capsule	http://www.romedi.fr/romedi/INi77r8asqh9v21s299bqlvjdjcq47tj6h	AMANTADINE	Q409761
CIS62124478	TERALITHE 250 mg, comprimé sécable	http://www.romedi.fr/romedi/INnpirm85efusd79u08k6jg9dtjldr9r1t	LITHIUM	Q410174
CIS63672890	LITHIUM OLIGOSOL, solution buvable en ampoule ou en récipient unidose	http://www.romedi.fr/romedi/INnpirm85efusd79u08k6jg9dtjldr9r1t	LITHIUM	Q410174
CIS64598133	LITHIODERM 8 %, gel	http://www.romedi.fr/romedi/INnpirm85efusd79u08k6jg9dtjldr9r1t	LITHIUM	Q410174
CIS67292476	TERALITHE LP 400 mg, comprimé sécable à libération prolongée	http://www.romedi.fr/romedi/INnpirm85efusd79u08k6jg9dtjldr9r1t	LITHIUM	Q410174
CIS68942457	THIOPENTAL PANPHARMA 1 g, poudre pour solution injectable	http://www.romedi.fr/romedi/IN1eoirf57n286aiq4h9ef1ukjjc4tmch3	THIOPENTAL	Q410179
CIS61742500	OSLIF BREEZHALER 300 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/INa1ttpqet9una16cuma39mdv41gn2oudm	INDACATÉROL	Q425654
CIS62036213	ONBREZ BREEZHALER 300 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/INa1ttpqet9una16cuma39mdv41gn2oudm	INDACATÉROL	Q425654
CIS62553246	ULTIBRO BREEZHALER 85 microgrammes/43 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/INa1ttpqet9una16cuma39mdv41gn2oudm	INDACATÉROL	Q425654
CIS68637167	OSLIF BREEZHALER 150 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/INa1ttpqet9una16cuma39mdv41gn2oudm	INDACATÉROL	Q425654
CIS67084265	ONBREZ BREEZHALER 150 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/INa1ttpqet9una16cuma39mdv41gn2oudm	INDACATÉROL	Q425654
CIS60200500	NEUPRO 6 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/INrbph4ub10coptbcq57cjdebj0d48kdbo	ROTIGOTINE	Q411985
CIS61578613	NEUPRO 8 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/INrbph4ub10coptbcq57cjdebj0d48kdbo	ROTIGOTINE	Q411985
CIS66662951	NEUPRO 4 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/INrbph4ub10coptbcq57cjdebj0d48kdbo	ROTIGOTINE	Q411985
CIS69741731	NEUPRO 2 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/INrbph4ub10coptbcq57cjdebj0d48kdbo	ROTIGOTINE	Q411985
CIS69497177	STERDEX, pommade ophtalmique en récipient unidose	http://www.romedi.fr/romedi/INb78l7lmn860k6vsnmqjmqo6cnv157afs	OXYTÉTRACYCLINE	Q411646
